,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
CEF,0.0,0.0,0.03225806451612903,0.0967741935483871,0.2903225806451613,0.0,0.0967741935483871,0.3548387096774194,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.0
CEF#,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2
CEG,0.13114754098360656,0.01639344262295082,0.01639344262295082,0.03278688524590164,0.21311475409836064,0.08196721311475409,0.06557377049180328,0.06557377049180328,0.03278688524590164,0.08196721311475409,0.04918032786885246,0.21311475409836064
CEG#,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
CEA,0.05555555555555555,0.0,0.0,0.0,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.2777777777777778,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555
CEA#,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25
CEB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CFC,0.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,0.0
CFC#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CFD,0.2,0.0,0.0,0.3,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0
CFD#,0.19444444444444445,0.05555555555555555,0.25,0.0,0.05555555555555555,0.19444444444444445,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.027777777777777776
CFE,0.1724137931034483,0.06896551724137931,0.1724137931034483,0.41379310344827586,0.034482758620689655,0.06896551724137931,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0
CFF,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
CFF#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CFG,0.06060606060606061,0.0,0.030303030303030304,0.0,0.030303030303030304,0.15151515151515152,0.21212121212121213,0.09090909090909091,0.09090909090909091,0.24242424242424243,0.06060606060606061,0.030303030303030304
CFG#,0.3,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.1
CFA,0.625,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0
CFA#,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25
CFB,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF#C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF#C#,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF#D,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0
CF#D#,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
CF#E,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0
CF#F,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
CF#F#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CF#G,0.2727272727272727,0.0,0.13636363636363635,0.09090909090909091,0.0,0.09090909090909091,0.13636363636363635,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0
CF#G#,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CF#A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF#A#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CF#B,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
CGC,0.0625,0.09375,0.09375,0.1875,0.125,0.03125,0.03125,0.21875,0.03125,0.0,0.125,0.0
CGC#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGD,0.06666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667
CGD#,0.2,0.0,0.1,0.0,0.2,0.25,0.0,0.15,0.1,0.0,0.0,0.0
CGE,0.125,0.0,0.041666666666666664,0.125,0.0,0.5,0.041666666666666664,0.041666666666666664,0.0,0.0,0.125,0.0
CGF,0.13043478260869565,0.0,0.043478260869565216,0.30434782608695654,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.17391304347826086,0.021739130434782608,0.06521739130434782,0.0,0.0
CGF#,0.0625,0.0,0.0,0.0625,0.0,0.4375,0.0,0.3125,0.0625,0.0,0.0,0.0625
CGG,0.0,0.0,0.0,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.0,0.3333333333333333,0.2857142857142857,0.047619047619047616,0.0,0.047619047619047616
CGG#,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.5263157894736842,0.0,0.10526315789473684,0.15789473684210525,0.05263157894736842
CGA,0.20833333333333334,0.08333333333333333,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.25,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.25
CGA#,0.13333333333333333,0.022222222222222223,0.08888888888888889,0.022222222222222223,0.0,0.044444444444444446,0.022222222222222223,0.26666666666666666,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667
CGB,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.0,0.058823529411764705,0.0,0.058823529411764705,0.29411764705882354,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.0
CG#C,0.05,0.0,0.2,0.2,0.15,0.1,0.0,0.05,0.1,0.1,0.05,0.0
CG#C#,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0
CG#D,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0
CG#D#,0.125,0.0,0.0625,0.0,0.0,0.3125,0.0,0.125,0.125,0.1875,0.0625,0.0
CG#E,0.30434782608695654,0.0,0.08695652173913043,0.13043478260869565,0.0,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.0,0.08695652173913043,0.0,0.13043478260869565
CG#F,0.044444444444444446,0.1111111111111111,0.2222222222222222,0.26666666666666666,0.06666666666666667,0.0,0.044444444444444446,0.13333333333333333,0.044444444444444446,0.0,0.044444444444444446,0.022222222222222223
CG#F#,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0
CG#G,0.0,0.0,0.034482758620689655,0.10344827586206896,0.10344827586206896,0.5517241379310345,0.0,0.0,0.06896551724137931,0.034482758620689655,0.06896551724137931,0.034482758620689655
CG#G#,0.125,0.0,0.0,0.0,0.25,0.125,0.0,0.25,0.125,0.0,0.0,0.125
CG#A,0.19047619047619047,0.0,0.0,0.0,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.14285714285714285
CG#A#,0.18181818181818182,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091
CG#B,0.08333333333333333,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.25,0.25,0.08333333333333333,0.0,0.08333333333333333
CAC,0.1111111111111111,0.1111111111111111,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.027777777777777776,0.0,0.0,0.1111111111111111,0.16666666666666666,0.027777777777777776,0.027777777777777776
CAC#,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666
CAD,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.2222222222222222,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,0.2777777777777778
CAD#,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0
CAE,0.15789473684210525,0.0,0.42105263157894735,0.05263157894736842,0.0,0.0,0.0,0.2631578947368421,0.0,0.05263157894736842,0.0,0.05263157894736842
CAF,0.04081632653061224,0.02040816326530612,0.5306122448979592,0.061224489795918366,0.1836734693877551,0.04081632653061224,0.0,0.08163265306122448,0.0,0.0,0.02040816326530612,0.02040816326530612
CAF#,0.0,0.0,0.2857142857142857,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142
CAG,0.125,0.0,0.020833333333333332,0.041666666666666664,0.20833333333333334,0.3125,0.041666666666666664,0.10416666666666667,0.041666666666666664,0.08333333333333333,0.020833333333333332,0.0
CAG#,0.0,0.0,0.1875,0.1875,0.0625,0.0,0.0,0.375,0.0625,0.125,0.0,0.0
CAA,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.375,0.0,0.125,0.125,0.125
CAA#,0.2765957446808511,0.02127659574468085,0.0425531914893617,0.0,0.0,0.02127659574468085,0.06382978723404255,0.10638297872340426,0.06382978723404255,0.14893617021276595,0.0,0.2553191489361702
CAB,0.1388888888888889,0.027777777777777776,0.2777777777777778,0.027777777777777776,0.05555555555555555,0.0,0.027777777777777776,0.1111111111111111,0.027777777777777776,0.19444444444444445,0.1111111111111111,0.0
CA#C,0.09615384615384616,0.17307692307692307,0.09615384615384616,0.038461538461538464,0.019230769230769232,0.0,0.0,0.038461538461538464,0.057692307692307696,0.11538461538461539,0.34615384615384615,0.019230769230769232
CA#C#,0.0,0.0,0.0,0.25,0.375,0.0,0.0,0.0,0.0,0.125,0.25,0.0
CA#D,0.21428571428571427,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0
CA#D#,0.17647058823529413,0.058823529411764705,0.0,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.0,0.0,0.11764705882352941,0.0
CA#E,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2
CA#F,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.13333333333333333,0.13333333333333333,0.2,0.0,0.0
CA#F#,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142
CA#G,0.04597701149425287,0.0,0.022988505747126436,0.09195402298850575,0.034482758620689655,0.27586206896551724,0.09195402298850575,0.05747126436781609,0.13793103448275862,0.11494252873563218,0.09195402298850575,0.034482758620689655
CA#G#,0.015625,0.015625,0.015625,0.078125,0.046875,0.265625,0.03125,0.265625,0.0,0.171875,0.078125,0.015625
CA#A,0.14285714285714285,0.0,0.025974025974025976,0.025974025974025976,0.05194805194805195,0.06493506493506493,0.012987012987012988,0.2987012987012987,0.24675324675324675,0.025974025974025976,0.09090909090909091,0.012987012987012988
CA#A#,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2
CA#B,0.22727272727272727,0.045454545454545456,0.22727272727272727,0.0,0.022727272727272728,0.022727272727272728,0.0,0.1590909090909091,0.022727272727272728,0.11363636363636363,0.13636363636363635,0.022727272727272728
CBC,0.03278688524590164,0.01639344262295082,0.18032786885245902,0.06557377049180328,0.14754098360655737,0.08196721311475409,0.04918032786885246,0.08196721311475409,0.0,0.06557377049180328,0.04918032786885246,0.22950819672131148
CBC#,0.25,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
CBD,0.057692307692307696,0.15384615384615385,0.0,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.038461538461538464,0.019230769230769232,0.0,0.07692307692307693,0.0,0.3076923076923077
CBD#,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0
CBE,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25
CBF,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0
CBF#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBG,0.075,0.0,0.1,0.025,0.125,0.15,0.0,0.05,0.025,0.225,0.2,0.025
CBG#,0.037037037037037035,0.0,0.0,0.07407407407407407,0.1111111111111111,0.2962962962962963,0.1111111111111111,0.18518518518518517,0.0,0.14814814814814814,0.0,0.037037037037037035
CBA,0.08130081300813008,0.024390243902439025,0.032520325203252036,0.0,0.008130081300813009,0.032520325203252036,0.032520325203252036,0.4959349593495935,0.17886178861788618,0.016260162601626018,0.056910569105691054,0.04065040650406504
CBA#,0.1450381679389313,0.030534351145038167,0.1297709923664122,0.007633587786259542,0.0,0.030534351145038167,0.05343511450381679,0.0916030534351145,0.16793893129770993,0.2900763358778626,0.015267175572519083,0.03816793893129771
CBB,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.375,0.125,0.25,0.0,0.0
C#CC,0.4,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0
C#CC#,0.5,0.125,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.1875
C#CD,0.125,0.0,0.125,0.0625,0.4375,0.1875,0.0,0.0,0.0,0.0,0.0,0.0625
C#CD#,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
C#CE,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0
C#CF,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.0
C#CF#,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
C#CG,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.07142857142857142
C#CG#,0.1,0.0,0.0,0.15,0.0,0.2,0.0,0.35,0.0,0.1,0.0,0.1
C#CA,0.15,0.0,0.0,0.05,0.1,0.05,0.1,0.1,0.05,0.0,0.2,0.2
C#CA#,0.09433962264150944,0.0,0.018867924528301886,0.03773584905660377,0.0,0.05660377358490566,0.0,0.22641509433962265,0.11320754716981132,0.3584905660377358,0.018867924528301886,0.07547169811320754
C#CB,0.05,0.06,0.08,0.01,0.0,0.01,0.0,0.05,0.06,0.13,0.55,0.0
C#C#C,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25
C#C#C#,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
C#C#D,0.25,0.0,0.0,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.125
C#C#D#,0.0,0.25,0.0,0.0,0.25,0.125,0.125,0.125,0.0,0.0,0.0,0.125
C#C#E,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
C#C#F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
C#C#F#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C#C#G,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
C#C#G#,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
C#C#A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C#C#A#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C#C#B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C#DC,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.125,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.20833333333333334
C#DC#,0.39285714285714285,0.0,0.35714285714285715,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427
C#DD,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
C#DD#,0.1111111111111111,0.0,0.14814814814814814,0.0,0.37037037037037035,0.14814814814814814,0.037037037037037035,0.07407407407407407,0.0,0.037037037037037035,0.0,0.07407407407407407
C#DE,0.023809523809523808,0.11904761904761904,0.16666666666666666,0.023809523809523808,0.047619047619047616,0.3333333333333333,0.19047619047619047,0.07142857142857142,0.023809523809523808,0.0,0.0,0.0
C#DF,0.0,0.0,0.24,0.12,0.04,0.04,0.04,0.08,0.24,0.12,0.08,0.0
C#DF#,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
C#DG,0.4444444444444444,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
C#DG#,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
C#DA,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0
C#DA#,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.0
C#DB,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.3076923076923077,0.07692307692307693
C#D#C,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333
C#D#C#,0.3181818181818182,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.36363636363636365,0.18181818181818182
C#D#D,0.36363636363636365,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182
